Epoch,Text_id_setup_0502,Text_id_setup_0503,Text_id_setup_0505
1626089745,31.3866,59.68,100349
1626094725,31.8677,60.9139,100396
1626101545,32.1325,60.9476,100543
1626105145,31.204,62.3848,100614
1626108745,30.8331,61.5656,100608
1626109200,30.7816,60.95,100574
1626112800,30.8783,60.95,100531
1626116400,30.8848,60.95,100445
1626120000,30.7261,61.3143,100382
1626123600,30.6299,62.96,100349
1626127200,30.3594,64.9253,100379
1626130800,30.3992,64.0881,100420
1626134400,30.2202,64.7995,100472
1626138000,30.6533,64.2588,100505
1626141600,31.4362,62.0872,100513
1626145200,31.856,60.6158,100531
1626148800,31.9525,58.92,100503
1626152400,32.0397,58.1461,100444
1626156000,32.386,54.4481,100361
1626159600,32.1757,54.83,100233
1626163200,32.8211,52.3601,100135
1626166800,32.5938,54.74,100081
1626170400,32.5517,55.8571,100082
1626174000,32.3414,58.1712,100148
1626177600,32.0733,60.4442,100232
1626181200,31.8808,60.82,100330
1626184800,31.6443,60.82,100419
1626188400,31.6645,60.82,100492
1626192000,31.4573,62.3984,100561
1626195601,31.1076,64.85,100515
1626199201,31.2029,64.5024,100470
1626202801,30.8542,63.5309,100385
1626206401,30.3459,65.5912,100342
1626210001,29.8937,64.8584,100367
1626213601,29.8233,62.84,100404
1626217202,30.1325,62.84,100421
1626220801,30.2003,64.8193,100359
1626224401,30.4971,64.87,100300
1626228001,30.6751,64.87,100334
1626231601,31.1226,63.9486,100381
1626235201,31.7093,59.8492,100369
1626238801,32.0432,57.5882,100324
1626242401,32.2212,56.81,100256
1626246001,32.4282,56.8812,100162
1626249601,31.8935,58.4034,100089
1626253201,32.3135,56.8,100072
1626256801,32.115,57.0511,100087
1626260401,31.8215,58.75,100165
1626264001,31.8313,59.5583,100244
1626267601,31.7826,61.4991,100325
1626271201,31.3563,62.77,100383
1626274802,30.3766,62.77,100475
1626278401,30.1404,62.77,100505
1626282000,30.5349,62.77,100490
1626285600,30.4552,62.77,100447
1626289200,30.4454,62.77,100427
1626292800,30.5402,62.77,100399
1626296400,30.543,62.77,100395
1626300000,30.5063,62.77,100342
1626303600,30.4191,62.795,100396
1626310553,30.2206,64.88,100477
1626314153,30.5146,64.3566,100500
1626317753,30.9071,62.4145,100515
1626321353,31.4818,60.86,100511
1626324953,31.7625,59.822,100477
1626328553,32.0974,56.82,100372
1626332153,32.3078,56.82,100277
1626335753,32.6238,55.2346,100200
1626339353,32.0369,57.8164,100192
1626342953,30.4525,64.89,100335
1626346553,30.6827,64.89,100424
1626350153,30.4095,65.0108,100505
1626353753,29.5869,67.6893,100559
1626357353,29.2247,68.92,100630
1626360953,29.3399,67.3831,100688
1626364553,29.4977,65.7632,100676
1626368153,29.6484,64.89,100678
1626368400,29.6221,64.89,100696
1626372000,29.5666,64.89,100672
1626375600,29.47,64.89,100632
1626379200,29.4193,64.4273,100611
1626382800,29.226,65.5055,100603
1626386400,29.1769,66.85,100639
1626390000,29.2552,66.5276,100694
1626393600,29.8244,65.09,100739
1626397200,30.1136,64.84,100732
1626400800,30.611,63.4665,100745
1626404400,30.9526,60.8996,100756
1626454800,31.2914,56.4021,100680
1626458400,30.9252,60.2365,100614
1626462000,30.7516,61.6519,100512
1626465600,30.6292,63.62,100451
1626469200,30.3319,64.5533,100407
1626472800,30.2029,65.62,100403
1626476400,30.1125,65.62,100420
1626480000,30.0501,67.0825,100479
1626483600,30.3544,66.7615,100501
1626487200,31.0485,63.2509,100514
1626490800,31.5089,57.1555,100501
1626494400,31.8191,52.7609,100463
1626498000,32.197,51.5,100385
1626501600,32.5529,49.7667,100314
1626505200,32.9018,49.47,100217
1626508800,33.3953,49.1537,100142
1626512400,33.5105,51.5,100075
1626516000,33.7569,51.5,100061
1626519600,33.5728,51.5,100071
1626523200,33.0012,54.3542,100164
1626526800,32.2059,59.9887,100270
1626530400,31.3399,61.9033,100324
1626534000,31.4173,61.57,100397
1626537600,31.4916,63.0669,100437
1626541201,31.5757,63.57,100432
1626544801,31.689,62.6987,100355
1626548401,31.6463,63.58,100292
1626552001,31.4267,63.8396,100221
1626555601,31.0739,66.1009,100178
1626559201,30.739,67.6,100197
1626562801,30.7462,67.6,100205
1626566401,30.6924,67.6,100241
1626570001,31.0666,66.2684,100314
1626573601,31.4484,64.3002,100358
1626577201,32.0307,60.3504,100353
1626580801,32.2246,57.5483,100292
1626584401,32.4807,55.0648,100208
1626588001,32.7048,53.44,100132
1626591601,32.9268,52.7069,100030
1626595201,33.1641,49.0423,100008
1626598801,31.9689,54.6087,100023
1626602401,31.1734,54.1505,100137
1626606001,30.8319,55.415,100199
1626609601,30.9923,55.5473,100211
1626613201,31.3999,55.753,100329
1626616801,31.2459,57.3183,100405
1626620401,31.4953,57.43,100448
1626624001,31.2735,58.3119,100475
1626627600,30.93,59.45,100452
1626631200,30.6833,61.5479,100405
1626634800,30.5497,63.0658,100346
1626638400,30.1575,63.36,100361
1626642000,29.6215,60.8255,100359
1626645600,29.5855,57.5983,100312
1626649200,29.622,57.8236,100304
1626652800,29.5529,59.44,100349
1626656400,29.718,59.44,100403
1626660000,30.2583,59.2801,100466
1626663600,30.7688,57.0749,100491
1626667200,31.3938,54.478,100440
1626670800,31.9844,53.37,100393
1626674400,32.2538,53.37,100319
1626678000,32.3845,53.4998,100218
1626681600,32.2752,57.2794,100150
1626685200,30.5379,59.8969,100250
1626688800,29.1379,60.4522,100325
1626692400,29.3111,59.7757,100271
1626696000,29.4844,59.47,100360
1626699600,29.6777,59.47,100456
1626703200,29.9575,59.47,100576
1626706800,29.871,59.9112,100635
1626710400,29.727,55.5705,100619
1626714001,29.8472,55.47,100598
1626717601,29.6999,55.47,100550
1626721201,29.8036,55.47,100469
1626724801,29.8891,55.47,100421
1626728401,29.5939,56.7825,100432
1626732001,29.3355,58.9408,100447
1626735601,29.4213,59.47,100485
1626739201,29.6952,59.47,100533
1626742801,30.382,58.4635,100578
1626746401,30.7478,57.44,100590
1626750001,31.1762,59.8831,100606
1626753601,31.4844,61.3475,100585
1626757201,31.7696,57.5824,100533
1626760801,31.9074,57.6509,100447
1626764401,31.6532,58.9798,100404
1626768001,30.1341,58.83,100378
1626771601,30.4767,57.2628,100335
1626775201,30.3816,58.2047,100326
1626778801,30.5933,57.53,100352
1626782401,31.2241,57.53,100384
1626786001,30.697,58.9341,100458
1626789601,30.8214,59.54,100526
1626793201,31.0265,60.7025,100580
1626796801,30.81,60.2344,100614
1626800400,30.7061,62.1346,100564
1626804000,30.5152,63.9939,100499
1626807600,30.2304,66.297,100447
1626811200,30.1558,67.57,100414
1626814800,29.9996,69.3249,100379
1626818400,30.1548,69.188,100397
1626822000,30.2456,67.58,100418
1626825600,30.2882,68.4217,100466
1626829200,30.7836,67.3763,100524
1626832800,31.2231,65.58,100562
1626836400,31.3769,64.475,100548
1626840000,30.1989,62.3878,100568
1626843600,30.3314,63.254,100520
1626847200,30.9399,58.9064,100436
1626850800,31.7683,54.9038,100356
1626854400,31.737,56.8938,100325
1626858000,31.6856,57.2195,100266
1626861600,31.5171,55.5378,100246
1626867229,30.9527,56.6,100287
1626870829,30.9091,58.0573,100322
1626874429,30.6776,60.0379,100410
1626878029,30.8449,61.1937,100497
1626881629,31.0134,60.61,100553
1626885229,30.7877,59.6939,100578
1626886800,30.6899,60.62,100556
1626890400,30.6046,60.62,100522
1626895882,30.5,63.12,100453
1626899482,30.5668,63.12,100409
1626903082,30.5033,64.3325,100373
1626906682,30.3526,65.3587,100374
1626910282,30.4672,66.9043,100411
1626913882,29.7644,66.4196,100519
1626917482,29.2299,63.6032,100563
1626921082,29.3841,61.05,100570
1626924682,30.1955,61.05,100556
1626928282,30.7625,61.05,100525
1626931882,30.881,61.2091,100463
1626935482,30.9657,63.06,100391
1626939082,31.4596,63.0263,100314
1626942682,32.1245,60.0853,100228
1626946282,31.821,59.598,100168
1626949882,31.5509,61.4875,100185
1626953482,31.6137,62.4351,100233
1626957082,31.4276,63.08,100285
1626960682,31.2934,63.08,100348
1626964282,31.1537,64.5079,100411
1626967882,31.0701,65.09,100443
1626971482,31.1626,65.09,100458
1626973200,31.0972,65.1778,100464
1626976800,30.944,67.1,100432
1626980400,30.7318,67.1458,100377
1626984000,30.5251,69.1,100335
1626987600,30.4231,69.1,100336
1626991200,30.3827,69.1,100324
1626994800,30.3884,69.8833,100331
1626998400,30.5609,69.08,100399
1627002000,30.8655,68.744,100443
1627005600,31.2082,67.06,100432
1627009200,31.2415,66.435,100462
1627012800,31.5465,63.2327,100418
1627016400,31.0288,62.8303,100342
1627020000,30.7898,62.92,100352
1627023600,29.8438,63.4334,100296
1627027200,30.829,64.0142,100207
1627033347,31.0791,63.6,100146
1627036947,31.0444,64.2658,100161
1627040547,30.8989,65.61,100174
1627044147,30.9147,66.4936,100227
1627047747,30.7003,67.62,100298
1627051347,30.5668,67.62,100360
1627054947,30.8505,67.62,100394
1627058547,30.9336,67.62,100419
1627059600,30.9603,67.62,100415
1627063200,30.7942,69.438,100395
1627066800,30.7434,69.64,100333
1627070400,30.8844,69.64,100296
1627074000,30.557,69.64,100272
1627077600,30.4977,69.64,100274
1627081200,30.6012,69.64,100287
1627084800,30.6636,69.64,100323
1627088400,30.7599,69.6274,100358
1627092000,31.1626,66.9117,100381
1627095600,31.5377,63.1813,100396
1627099200,32.0418,60.13,100389
1627102800,32.3808,58.6983,100332
1627106400,32.33,58.5396,100255
1627110000,32.5957,55.6199,100205
1627113600,32.7125,55.8717,100182
1627117200,33.7399,54.5411,100121
1627120800,33.0498,55.488,100093
1627124400,32.2828,59.7364,100138
1627128000,31.8683,62.1061,100193
1627131600,31.584,63.4,100240
1627135200,31.3657,63.4,100326
1627138800,31.1911,65.0625,100384
1627142400,31.4664,65.4,100431
1627146001,31.3687,65.4,100454
1627149601,31.2489,65.4,100407
1627153201,31.2933,66.2668,100331
1627156801,31.2981,66.9992,100272
1627160401,29.5156,66.5663,100359
1627164001,29.5301,65.0959,100380
1627167601,29.4857,64.98,100388
1627171201,29.6447,64.98,100408
1627174801,30.1974,64.2872,100482
1627178401,30.6181,61.4995,100532
1627182001,30.6701,60.93,100526
1627185601,31.3149,59.2217,100529
1627189201,31.4837,58.93,100494
1627192801,31.6019,59.9526,100408
1627196401,32.002,55.6936,100309
1627200001,32.2076,53.2603,100253
1627203601,33.9879,51.7758,100176
1627207201,33.8196,52.4678,100153
1627210801,32.3591,56.5257,100202
1627214401,30.6573,64.2287,100319
1627218001,30.0929,65.3269,100338
1627221601,30.2876,66.4175,100420
1627225201,30.5522,64.98,100495
1627231222,30.8218,65.28,100507
1627232400,30.9955,65.28,100513
1627236000,30.6024,65.28,100486
1627239600,30.4076,65.28,100401
1627243200,30.3668,65.3721,100340
1627246800,30.3631,67.29,100323
1627250400,30.4456,67.29,100320
1627254000,30.2885,65.5773,100369
1627257600,30.1661,63.3189,100389
1627261200,30.7198,61.5096,100420
1627264800,30.9504,58.2277,100452
1627268400,31.3875,57.5607,100441
1627272000,31.6762,58.9512,100416
1627275600,31.8751,57.23,100359
1627279200,32.1742,57.1086,100282
1627282800,32.7007,55.1605,100204
1627286400,33.0482,53.3717,100124
1627290000,33.4958,53.4445,100076
1627293600,33.5676,54.2715,100057
1627297200,32.8627,56.9465,100073
1627300800,32.3646,59.2151,100130
1627304400,32.095,61.225,100188
1627308000,31.9853,63.2,100240
1627311600,31.5058,63.2,100318
1627315200,31.4674,63.2,100383
1627318801,31.3825,64.0456,100351
1627322401,31.1877,65.25,100349
1627326001,30.9909,65.25,100339
1627329601,31.08,65.25,100279
1627333201,30.9558,65.25,100268
1627336801,30.8268,65.25,100250
1627340401,30.8182,65.25,100259
1627344001,30.8921,65.25,100324
1627347601,30.7881,65.25,100368
1627351201,31.2361,65.1956,100349
1627354801,31.8857,61.1442,100344
1627358401,32.1394,57.9221,100351
1627362001,32.3948,58.1567,100280
1627365601,32.6671,57.5355,100170
1627369201,31.6291,62.5072,100146
1627372801,29.9638,66.0821,100111
1627376401,29.8893,64.4825,100013
1627380001,30.3591,63.32,100051
1627383601,30.3849,63.32,100092
1627387201,30.4393,63.32,100110
1627390801,30.3472,64.7367,100144
1627394401,30.3997,65.32,100207
1627398001,30.8002,65.32,100268
1627401601,30.8288,65.32,100288
1627405200,30.7068,66.7689,100279
1627408800,30.6621,66.8175,100255
1627412400,30.5283,63.4302,100238
1627416000,30.3575,63.29,100232
1627419600,30.04,63.29,100212
1627423200,30.04,63.29,100218
1627426800,29.9661,64.0138,100237
1627430400,29.9963,65.31,100253
1627434000,30.436,65.31,100310
1627437600,30.7259,65.31,100342
1627441200,31.3453,64.1285,100347
1627444800,31.6982,62.2859,100294
1627448400,31.8399,61.6159,100233
1627452000,30.8094,65.3833,100222
1627455600,30.7292,66.4674,100115
1627459200,31.2776,66.0547,100061
1627462800,31.5246,63.8451,100055
1627466400,31.8908,61.8518,100022
1627470000,31.5503,62.9192,100065
1627473600,30.6826,58.7774,100136
1627477200,30.5868,60.158,100162
1627480800,30.2334,63.1692,100233
1627484400,30.9927,63.29,100277
1627488000,30.7492,64.9818,100328
1627491601,30.8299,66.2792,100344
1627495201,30.7495,67.3,100284
1627498801,30.7345,67.3,100198
1627502401,30.693,67.3,100197
1627506001,30.7767,67.3,100206
1627509601,30.415,67.3,100210
1627513201,30.484,67.3,100261
1627516801,30.4467,67.3,100317
1627520401,30.4492,67.3,100345
1627524001,30.6325,66.3453,100371
1627527601,31.131,64.7487,100382
1627531201,31.6609,61.3308,100340
1627534801,31.7756,62.5079,100297
1627538401,31.5497,63.7928,100234
1627542001,31.3955,65.31,100190
1627545601,31.3288,65.31,100149
1627549201,30.4146,65.31,100215
1627552801,30.324,65.31,100273
1627556401,30.1932,65.31,100335
1627560001,29.7037,66.5407,100392
1627563601,29.5364,67.34,100483
1627567201,29.5178,67.34,100530
1627570801,29.7387,67.34,100562
1627574401,29.7309,67.34,100559
1627578000,29.657,67.34,100459
1627581600,29.7147,67.34,100430
1627585200,29.6696,67.34,100382
1627588800,29.51,67.7272,100322
1627592400,29.4782,69.36,100334
1627596000,29.7338,69.36,100333
1627599600,29.6592,69.36,100353
1627603200,29.7922,69.36,100405
1627606800,30.0442,69.36,100473
1627610400,30.5959,67.5068,100521
1627614000,31.1342,63.8163,100527
1627617600,31.4305,60.3063,100469
1627621200,31.6167,59.25,100406
1627624800,31.5009,60.0959,100382
1627628400,31.5605,61.26,100342
1627632000,32.0999,59.3591,100259
1627635600,32.409,59.7106,100193
1627639200,32.1699,60.984,100234
1627642800,31.714,61.28,100265
1627649513,31.5039,64.076,100396
1627653113,31.5047,64.36,100476
1627656713,31.0936,64.36,100552
1627660313,31.0221,64.36,100599
1627663913,31.0405,64.36,100578
1627664400,31.0724,64.36,100570
1627668000,30.9032,64.36,100527
1627671600,30.8743,64.36,100451
1627675200,30.8303,64.36,100425
1627678800,30.7614,64.4183,100400
1627682400,30.6224,66.36,100419
1627686000,30.6946,66.36,100471
1627689600,30.7739,66.36,100511
1627693200,30.6734,66.36,100542
1627696800,31.1804,66.0597,100542
1627700400,31.4408,64.33,100528
1627704000,31.7627,61.484,100500
1627707600,31.9727,60.32,100434
1627711200,32.2603,60.2527,100364
1627714800,32.6198,57.9114,100298
1627718400,33.0349,56.25,100226
1627722000,33.2451,55.4292,100158
1627725600,33.2259,55.1542,100125
1627729200,32.8068,58.394,100155
1627732800,32.3438,60.27,100216
1627736400,32.0959,60.397,100332
1627740000,29.5574,53.2699,100417
1627743600,28.871,50.4819,100505
1627747200,28.5903,49.2101,100534
